workflow_name,workflow_id,file_path,state,active_last_7_days,not_utilized_last_7_days_including_disabled,runs_7d,last_run_at_utc,success_7d,failure_7d,cancelled_7d,timed_out_7d,action_required_7d,queued_or_in_progress_7d,workflow_dependencies,granted_access_permissions,rate_limit_included,variable_mappings,tokenized_variable_refs,copilot_variable_refs,variable_ref_count,has_variable_mapping,branch_update_conflict_risk,branch_update_conflict_reasons,branch_update_conflict_mitigation_vars,trigger_types,workflow_dispatch_enabled,workflow_call_enabled,schedule_enabled,workflow_run_enabled,timeout_configured,concurrency_configured,runner_labels,artifact_upload_steps,recommended_portfolio_action,copilot_smoke_posture,portfolio_note
🚨 Deferral Language Gate,245794916,.github/workflows/deferral-language-gate.yml,active,True,False,1,2026-05-15T04:04:54Z,1,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write | checks: write,True,"{""vars"": [""DEFERRAL_SCANNER_ML""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [""DEFERRAL_SCANNER_ML""], ""shell_env"": [""COMMENT_SCAN"", ""COMMIT_SCAN"", ""FAIL"", ""PR_BODY"", ""PR_SCAN""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TVAR_DEFERRAL_SCANNER_ML,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN,TENV_DEFERRAL_SCANNER_ML",,9,True,low,no direct write patterns detected or low branch-drift interaction risk,,"pull_request,issues",False,False,False,False,True,True,ubuntu-latest,0,keep-enabled-wec-critical,observed-green,WEC always-required or merge-required; disabling interrupts approval or merge-readiness gates.
📦 Dependabot Auto-Absorb,247529347,.github/workflows/dependabot-auto-absorb.yml,active,True,False,1,2026-05-15T04:04:54Z,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write | pull-requests: read,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,3,True,medium,write-capable and event-triggered; potential merge or stale-head conflict during main updates,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
DependaBot Sheriff (Automated Consolidation),232293563,.github/workflows/dependabot-sheriff.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [], ""shell_env"": [""GITHUB_OUTPUT""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY",,3,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,2,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Dependency Scan (template),217797481,.github/workflows/dependency-scan.yml,active,True,False,1,2026-05-15T04:22:49Z,1,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",read-all,True,"{""vars"": [], ""secrets"": [], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",,,0,False,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule",True,False,True,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
Resilient Dependency Submission,248154617,.github/workflows/dependency-submission.yml,active,True,False,5,2026-05-15T16:55:44Z,3,0,0,0,2,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | # Dependency snapshot submission only requires contents: read for checkout and | # the submission API call; no write access to repository contents is needed. | contents: read | security-events: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,4,True,low,no direct write patterns detected or low branch-drift interaction risk,,"push,pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,keep-enabled-active,approval-gated-or-mixed,Observed runs in the last 7 days.
Duplicate Detection on PR,216238297,.github/workflows/detect-duplicates.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,3,True,low,no direct write patterns detected or low branch-drift interaction risk,,"pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
🧹 Discussion Cleanup — Deduplicate Comments,256293347,.github/workflows/discussion-cleanup.yml,active,True,False,1,2026-05-15T07:21:17Z,1,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | discussions: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [], ""shell_env"": [""DELAY_MS"", ""DISCUSSION_NUMBERS"", ""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY"", ""MANIFEST"", ""MARKER_PREFIX""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY",,8,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule",True,False,True,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
🌉 Discussion → PR Response Bridge (RC-3),256293348,.github/workflows/discussion-response-bridge.yml,active,True,False,4,2026-05-15T04:49:39Z,4,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | discussions: read | pull-requests: write | issues: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [""COMMENT_AUTHOR"", ""COMMENT_ID"", ""COMMENT_PREVIEW"", ""DISCUSSION_NUMBER"", ""PR_NUMBER""], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN,TENV_COMMENT_AUTHOR,TENV_COMMENT_ID,TENV_COMMENT_PREVIEW,TENV_DISCUSSION_NUMBER,TENV_PR_NUMBER",,8,True,low,no direct write patterns detected or low branch-drift interaction risk,,"issues,discussion_comment",False,False,False,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
📚 Documentation Freshness Check,248054030,.github/workflows/doc-freshness-check.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read,True,"{""vars"": [], ""secrets"": [], ""env_context"": [], ""shell_env"": [""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY"", ""P0_COUNT"", ""P1_COUNT"", ""TOTAL""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",,,5,True,low,no direct write patterns detected or low branch-drift interaction risk,,"push,workflow_dispatch,schedule",True,False,True,False,True,True,ubuntu-latest,0,keep-enabled-scheduled,unobserved-7d,Scheduled path; 0 recent runs can still be cadence- or window-dependent.
🔄 Doc Refresh Gate (AAIS),256293349,.github/workflows/doc-refresh-gate.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read,True,"{""vars"": [], ""secrets"": [], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",,,0,False,low,no direct write patterns detected or low branch-drift interaction risk,,"push,workflow_dispatch",True,False,False,False,True,True,ubuntu-latest,1,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
"CI - Build, Smoke Test, and Push Docker (GHCR) — OWNER APPROVED (NO-MARKETPLACE)",199479462,.github/workflows/docker-build-push.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [""cost-gate.yml""], ""workflow_run_upstreams"": []}",permissions: | contents: read | packages: write,True,"{""vars"": [""OWNER_APPROVED_DURATION"", ""OWNER_APPROVED_UNTIL"", ""PUSH_PLATFORMS""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [""OWNER_APPROVED_DURATION"", ""OWNER_APPROVED_UNTIL"", ""PUSH_PLATFORMS""], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TVAR_OWNER_APPROVED_DURATION,TVAR_OWNER_APPROVED_UNTIL,TVAR_PUSH_PLATFORMS,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN,TENV_OWNER_APPROVED_DURATION,TENV_OWNER_APPROVED_UNTIL,TENV_PUSH_PLATFORMS",,6,True,low,no direct write patterns detected or low branch-drift interaction risk,,"push,pull_request,workflow_dispatch,issues",True,False,False,False,True,True,"[self-hosted, linux] | ubuntu-latest",0,already-disabled,disabled,Already non-active in GitHub Actions.
Docs Health (Post-Merge),246217756,.github/workflows/docs-health.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read,True,"{""vars"": [], ""secrets"": [], ""env_context"": [], ""shell_env"": [""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",,,2,True,medium,orchestration-sensitive chain; can conflict via workflow_run ordering when branch becomes behind,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","push,workflow_dispatch",True,False,False,False,True,True,ubuntu-latest,0,review-manually-high-impact,unobserved-7d,Idle but branch-sensitive or write-capable; verify downstream automation before disable.
Documentation Link Checker,218801553,.github/workflows/documentation-link-checker.yml,active,True,False,4,2026-05-15T16:55:44Z,2,0,0,0,2,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",read-all,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""BASE_SHA"", ""BODY"", ""DIFF_FILES"", ""EVENT"", ""FAILED"", ""FILES"", ""FILE_COUNT"", ""GITHUB_OUTPUT"", ""IS_DRAFT"", ""SKIPPED"", ""WEC_SECTION""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,14,True,low,no direct write patterns detected or low branch-drift interaction risk,,"push,pull_request,schedule,issues",False,False,True,False,True,True,ubuntu-latest,1,keep-enabled-active,approval-gated-or-mixed,Observed runs in the last 7 days.
Documentation Quality Check,232765053,.github/workflows/documentation-quality-check.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",n/a (not in top-level workflow dir snapshot),False,n/a (workflow file unavailable in local snapshot),,,0,False,unknown,workflow file unavailable locally for conflict analysis,,,False,False,False,False,False,False,,0,disable-now-orphan-active,unobserved-7d,Active in Actions but backing workflow file is absent on main; safe disable/archive target.
E→D Transition Readiness Gate,240359275,.github/workflows/e-to-d-transition-gate.yml,active,True,False,1,2026-05-15T04:04:54Z,1,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write | pull-requests: write | actions: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,3,True,medium,write-capable and event-triggered; potential merge or stale-head conflict during main updates,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
Embedding Index Rebuild,240374745,.github/workflows/embedding-index-rebuild.yml,active,True,False,5,2026-05-15T18:33:07Z,0,0,0,0,0,0,"{""reusable_calls"": [""cost-gate.yml""], ""workflow_run_upstreams"": []}",permissions: | contents: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""CHUNK_COUNT"", ""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,6,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule",True,False,True,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
⚡ Fast-Forward Safe Files to Main,256293350,.github/workflows/fast-forward-safe-files.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write        # needed to create branches and push commits | pull-requests: write   # needed to open the fast-forward PR | actions: read,True,"{""vars"": [], ""secrets"": [""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""ALLOWED"", ""DENIED"", ""FILES"", ""FILES_ARG"", ""GITHUB_OUTPUT"", ""GITHUB_REPOSITORY"", ""GITHUB_STEP_SUMMARY"", ""GITHUB_TOKEN"", ""PLAN""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",TSEC_GITHUB_TOKEN,,9,True,low,no direct write patterns detected or low branch-drift interaction risk,,workflow_dispatch,True,False,False,False,True,True,ubuntu-latest,1,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
🚿 Flush Queued Workflow Runs,239988735,.github/workflows/flush-queued-runs.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | actions: write | contents: read,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [""DRY_RUN"", ""EXCLUDE_WF"", ""GITHUB_STEP_SUMMARY"", ""MAX_CANCEL"", ""STATUS_FILTER"", ""THIS_RUN_ID""], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TENV_DRY_RUN,TENV_EXCLUDE_WF,TENV_GITHUB_STEP_SUMMARY,TENV_MAX_CANCEL,TENV_STATUS_FILTER,TENV_THIS_RUN_ID",,8,True,low,no direct write patterns detected or low branch-drift interaction risk,,workflow_dispatch,True,False,False,False,True,True,ubuntu-latest,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Forward-Sync Auto-Generated Files → staging chain (Safety Net),249262276,.github/workflows/forward-sync-autogen.yml,active,True,False,1,2026-05-15T03:07:13Z,1,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""CHANGED"", ""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY"", ""TARGET""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,7,True,high,write-capable + event-driven workflow; may race with branch/main drift during active sessions,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI",push,False,False,False,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
GitHub Guru Agent,236855919,.github/workflows/github-guru.yml,active,True,False,6,2026-05-15T07:19:58Z,3,0,3,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | issues: write | pull-requests: write | checks: write | actions: read,True,"{""vars"": [""CODEX_CACHE_VERSION""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""GITHUB_OUTPUT""], ""repo_var_matches"": [], ""copilot_focus_vars"": [""CODEX_CACHE_VERSION""]}","TVAR_CODEX_CACHE_VERSION,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",CODEX_CACHE_VERSION,5,True,low,no direct write patterns detected or low branch-drift interaction risk,,"pull_request,workflow_dispatch,schedule,issues",True,False,True,False,True,True,ubuntu-latest,1,keep-enabled-active,observed-green,Observed runs in the last 7 days.
HAR Cache Capture,246033259,.github/workflows/har-capture.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read,True,"{""vars"": [""CODEX_CACHE_VERSION""], ""secrets"": [""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [""NODE_VERSION"", ""PYTHON_VERSION""], ""shell_env"": [""GITHUB_ENV""], ""repo_var_matches"": [], ""copilot_focus_vars"": [""CODEX_CACHE_VERSION""]}","TVAR_CODEX_CACHE_VERSION,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN,TENV_NODE_VERSION,TENV_PYTHON_VERSION",CODEX_CACHE_VERSION,6,True,medium,write-capable and event-triggered; potential merge or stale-head conflict during main updates,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","push,workflow_dispatch,schedule",True,False,True,False,True,True,ubuntu-latest,1,keep-enabled-scheduled,unobserved-7d,Scheduled path; 0 recent runs can still be cadence- or window-dependent.
HTML Visual (Screenshots),203197428,.github/workflows/html_visual_regression.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",read-all,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,3,True,low,no direct write patterns detected or low branch-drift interaction risk,,"pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,already-disabled,disabled,Already non-active in GitHub Actions.
IMDS Pre-Flight Check,207155237,.github/workflows/imds_preflight.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",n/a (not in top-level workflow dir snapshot),False,n/a (workflow file unavailable in local snapshot),,,0,False,unknown,workflow file unavailable locally for conflict analysis,,,False,False,False,False,False,False,,0,already-disabled,disabled,Already non-active in GitHub Actions.
🔍 Issue Resolution Gate,259909303,.github/workflows/issue-resolution-gate.yml,active,True,False,1,2026-05-15T04:04:54Z,1,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: read | issues: read | checks: read | statuses: read,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [], ""shell_env"": [""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY",,4,True,low,no direct write patterns detected or low branch-drift interaction risk,,"pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,1,keep-enabled-active,observed-green,Observed runs in the last 7 days.
Iterative Self-Healing CI,240052206,.github/workflows/iterative-self-healing-ci.yml,active,True,False,413,2026-05-15T18:36:26Z,28,0,0,0,57,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": [""5)""]}",permissions: | contents: write | pull-requests: write | issues: write | actions: read,True,"{""vars"": [""CODEX_CACHE_VERSION"", ""CODEX_HEALER_SKIP_SKIPCI"", ""CODEX_MAX_HEALER_RUNS_PER_HOUR"", ""CODEX_SWEEP_SKIP_MAIN"", ""COGNITIVE_BRAIN_SESSION_NUMBER"", ""COPILOT_AGENT_AUTH_ENABLED""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [""CODEX_DB_PATH""], ""shell_env"": [""CROSS_TABLE"", ""ELAPSED"", ""GH_TOKEN"", ""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY"", ""HEAD_BRANCH"", ""HR_TABLE"", ""ISSUE_URL"", ""JQ_EXPR"", ""LAST_ESC"", ""MAX_PER_HOUR"", ""ONE_HOUR_AGO"", ""PATTERN"", ""PR_NUMBER"", ""RECENT"", ""REPO"", ""RUNNER_TEMP"", ""SUB_PR"", ""TRIGGERING_RUN_ID""], ""repo_var_matches"": [""COGNITIVE_BRAIN_SESSION_NUMBER"", ""COPILOT_AGENT_AUTH_ENABLED""], ""copilot_focus_vars"": [""CODEX_CACHE_VERSION"", ""CODEX_DB_PATH"", ""CODEX_HEALER_SKIP_SKIPCI"", ""CODEX_MAX_HEALER_RUNS_PER_HOUR"", ""CODEX_SWEEP_SKIP_MAIN"", ""COGNITIVE_BRAIN_SESSION_NUMBER"", ""COPILOT_AGENT_AUTH_ENABLED""]}","TVAR_CODEX_CACHE_VERSION,TVAR_CODEX_HEALER_SKIP_SKIPCI,TVAR_CODEX_MAX_HEALER_RUNS_PER_HOUR,TVAR_CODEX_SWEEP_SKIP_MAIN,TVAR_COGNITIVE_BRAIN_SESSION_NUMBER,TVAR_COPILOT_AGENT_AUTH_ENABLED,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN,TENV_CODEX_DB_PATH","CODEX_CACHE_VERSION,CODEX_DB_PATH,CODEX_HEALER_SKIP_SKIPCI,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_SWEEP_SKIP_MAIN,COGNITIVE_BRAIN_SESSION_NUMBER,COPILOT_AGENT_AUTH_ENABLED",29,True,high,write-capable + event-driven workflow; may race with branch/main drift during active sessions,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","workflow_dispatch,workflow_run,issues",True,False,False,True,True,True,ubuntu-latest,1,keep-enabled-active,approval-gated-or-mixed,Observed runs in the last 7 days.
PR Labeler,203199564,.github/workflows/labeler.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,3,True,low,no direct write patterns detected or low branch-drift interaction risk,,"pull_request_target,issues",False,False,False,False,True,True,ubuntu-latest,0,already-disabled,disabled,Already non-active in GitHub Actions.
Maturity Check,218151123,.github/workflows/maturity-check.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",n/a (not in top-level workflow dir snapshot),False,n/a (workflow file unavailable in local snapshot),,,0,False,unknown,workflow file unavailable locally for conflict analysis,,,False,False,False,False,False,False,,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
MCP Health & Metrics Gate,249907512,.github/workflows/mcp-health.yml,active,True,False,1,2026-05-15T05:22:19Z,1,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write,True,"{""vars"": [""CODEX_CACHE_VERSION""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [""MCP_ERROR_RATE_THRESHOLD"", ""MCP_LATENCY_THRESHOLD_MS"", ""PYTHON_VERSION""], ""shell_env"": [""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": [""CODEX_CACHE_VERSION""]}","TVAR_CODEX_CACHE_VERSION,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN,TENV_MCP_ERROR_RATE_THRESHOLD,TENV_MCP_LATENCY_THRESHOLD_MS,TENV_PYTHON_VERSION",CODEX_CACHE_VERSION,8,True,low,no direct write patterns detected or low branch-drift interaction risk,,"pull_request,workflow_dispatch,schedule,issues",True,False,True,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
Model Drift Detection & Auto-Retrain,242711405,.github/workflows/model-drift-retrain.yml,active,True,False,1,2026-05-15T03:12:04Z,1,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write | issues: write,True,"{""vars"": [""CODEX_CACHE_VERSION"", ""MODEL_DRIFT_THRESHOLD""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": [""CODEX_CACHE_VERSION""]}","TVAR_CODEX_CACHE_VERSION,TVAR_MODEL_DRIFT_THRESHOLD,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",CODEX_CACHE_VERSION,7,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule,issues,repository_dispatch",True,False,True,False,True,True,ubuntu-latest | ubuntu-latest-m,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
